user_id;name;age;city;balance
133;James Jacobs;51;West Waltermouth;5922.85
134;Jessica Brown;32;West Sarah;790.15
135;Alyssa Tucker;65;Richardport;8720.09
136;Thomas Cooper;19;North Erica;9613.43
137;Jenna Silva;55;Kennedyhaven;7295.27
138;Timothy Smith;51;Lorihaven;8592.33
139;Deborah Fritz;67;Jasonburgh;9456.63
140;Peter Ward;34;Lake Amanda;4735.52
141;Alex Thomas;50;East Natalie;9172.6
142;Teresa Lee;78;Port Bryan;1418.17
143;Daniel Huffman;45;Kingville;9579.18
144;Amber Simon;25;Port Dawnmouth;8025.55
145;Lisa Krause;36;North Gordonchester;8146.47
146;Mrs. Cynthia Jackson;67;Port Brooketon;5286.8
147;Amanda Watkins;32;Thompsonfurt;8197.81
148;Kathleen Calderon;19;Hansenview;5584.33
149;Troy Zuniga;60;Christopherchester;6616.38
150;Francis Thompson;73;East Angelamouth;3301.16
151;Victor Rogers;45;Port Jessicamouth;7436.81
152;Michelle Carter;75;West Alyssaton;6007.24
153;Michael Mcdaniel;54;Ianport;6420.39
154;Savannah Garner;69;Jenniferport;1870.83
155;Rhonda Pineda;60;North Ashleyville;4637.25
156;Jean Evans;49;Port Christopherport;2889.85
157;Joseph Porter;20;South Matthewview;4418.81
158;Ryan Rogers;36;Cruzfurt;6183.42
159;David Ali;25;Port Amandaland;8153.52
160;Ronald Wagner;24;Johnborough;3233.37
161;Mary Hall;50;Hallville;2409.62
162;Justin Hall;19;East Nicole;3736.21
163;Ryan Larson;37;Rodriguezton;3665.7
164;Julie Burton;60;New Jamieton;7619.36
165;Peter Chen;63;New Samantha;655.09
166;Ann Rogers;67;Keithchester;1588.83
167;Shane Levy;77;East Markfort;1905.96
168;Kristen Lewis;42;Nancyland;8346.54
169;Nicole Armstrong;31;New Zachary;4717.49
170;Lisa Parker;54;Mcdonaldton;8897.86
171;Raymond Mendez;60;New Timothystad;3858.54
172;Christian Hernandez;47;Kimton;9960.32
173;Janet Sanford;76;New Christopher;5389.44
174;Amy Ingram;29;North Katherine;149.3
175;Todd Perez;19;New Jessicaberg;3399.37
176;Angela Powell;49;Samanthaton;1217.49
177;Robert Jones;64;Donaldberg;7208.83
178;Ryan Bennett;64;Port Shelby;6863.6
179;Alexander Juarez;48;Rogerston;722.3
180;Timothy Sosa;79;Gregoryport;8402.42
181;Daniel Luna;79;North Leonardmouth;9015.08
182;Regina Holmes;47;New Kimberly;1332.8
183;Sara Morse;46;West Kim;7717.39
184;Brandon Washington;25;Pamelafort;6947.94
185;Justin Jackson;40;Lake Cathy;6946.25
186;Mrs. Katrina Freeman;36;Amandaborough;1376.96
187;Andrea Hopkins;41;North Timothyfort;2571.01
188;Amanda Johnson DVM;27;Burnettfurt;3531.52
189;Marie Rodriguez;22;Robertchester;1242.74
190;William Glenn;67;North Christopherburgh;6157.55
191;Austin King;36;Johnsonside;3003.35
192;Marissa Key;35;South Coryside;6981.98
193;William Thomas;40;Kelseychester;3292.64
194;Brianna Estrada;66;West Loriberg;3415.41
195;Laura Jenkins;21;West Samanthafurt;9927.81
196;Sharon Rios;54;Justintown;9440.72
197;Mrs. Katelyn Preston;72;South Elizabethville;1008.83
198;Joseph Holland;63;Charlesmouth;7913.78
199;Oscar Young;32;Port Daniel;2734.91
200;Chelsea Bond;73;Michaeltown;1332.94
201;Lori Taylor;35;East Meghan;3688.42
202;John Blair;36;West Erichaven;3161.83
203;Maria Clark;77;Austinburgh;1150.49
204;Scott Jimenez;78;Port Alyssatown;554.55
205;April Perry;74;New David;2939.49
206;Corey Taylor;71;East Amy;4755.42
207;Joyce Ho;62;New Jordan;6617.82
208;Patrick Cox;65;Stevensmouth;1803.4
209;Ryan Navarro;23;North Brianberg;2313.77
210;Alejandra Carson;57;Rollinsview;5914.06
211;Miranda Graves;73;Ericborough;3805.03
212;Felicia Craig;53;North Anthony;7826.06
213;Matthew Walsh;31;Port Christy;9850.99
214;Jonathan Day;37;Frankburgh;693.06
215;Darlene Dawson;57;Gloverstad;1491.92
216;Todd Brock;57;West Carolynfort;6607.72
217;Emily Gonzalez;34;North Alexander;3834.07
218;Daisy Solis;61;Lake Patrick;7740.47
219;Pamela Morales MD;26;Robertstad;9848.67
220;Michael Gutierrez;47;Amandaborough;2400.27
221;Cynthia Rodriguez;69;North Andreaport;4847.23
222;Cynthia Klein;18;South Amandamouth;8865.65
223;Brent Lyons;41;Edwardmouth;2649.57
224;Mary Diaz;25;Maysstad;5883.35
225;Andrew Hanson;64;Williamshire;4171.92
226;Derek Horne;40;South Kimberly;3639.59
227;Luke Kelly;51;Jamesbury;6357.76
228;Susan Nash;46;Amandatown;4053.73
229;Jason Huber;54;North Thomas;7049.47
230;Shane Mayo;73;West Stevenfort;5319.69
231;Jennifer Smith;44;Cookstad;4115.2
232;Joshua Young;45;Flemingmouth;4686.69
233;William Hale;52;Perkinsshire;4417.87
234;Sheila Miller;62;West Catherine;2785.24
235;Mr. Sean Morgan;79;Bullockside;4952.52
236;David Benton;66;West Brittanyshire;2302.61
237;Randy Rhodes;68;Hoffmanbury;4084.9
238;Destiny Jones;45;Smithview;1509.16
239;Mary Austin;18;North Johnton;2890.08
240;Andrew Perez;20;Port Brittanyville;9095.03
241;Diane David DVM;26;Collinstown;9283.84
242;Jasmine Joseph;72;West Mistychester;808.23
243;Mary Cook;39;Walshfurt;2299.83
244;Austin Ryan;53;North Nancyland;3487.29
245;Sabrina Jenkins;40;Port Anthonyland;7370.89
246;Joseph Strong;23;Phillipsbury;2462.23
247;Justin Jones;65;Port Karaport;341.4
248;Shawn Hernandez;22;New Erin;9145.82
249;Angela Wagner;53;Nataliefurt;720.88
250;Joel Tran;28;Victoriastad;8954.73
251;Darren Bruce;63;East Brendatown;2961.19
252;Keith Ruiz;28;West Adamfort;2402.57
253;Lisa Thomas;31;Collinsburgh;4328.01
254;Anita Mays;34;South Yolanda;5702.63
255;Ms. Molly Wolf;65;East Jeffreyton;1055.34
256;Lynn White;21;Jenniferfurt;1813.57
257;Robin Powell;48;Juarezfurt;7820.99
258;Christine Green;32;Austintown;7342.41
259;Sonya Harrison;44;Brianview;2596.3
260;Roberto Jones;53;Harrisville;3448.33
261;Robert Roberts;41;Port Victoriashire;950.34
262;Jasmine Dickerson;76;West Derekshire;7268.11
263;Michael Carroll;29;Jasonfort;5555.05
264;Rodney Davis;58;New Nicholas;8453.98
265;Taylor Rojas;64;Aguirreport;9108.8
266;Christina Hopkins;32;Williamstad;8522.53
267;Marcus Watson;69;Zacharyshire;450.2
268;James Ballard;29;Nelsonport;704.05
269;John Wagner;55;Chavezchester;399.49
270;Edward Guerra;26;Port Laura;5336.02
271;Rebecca Arnold;30;Williamville;1834.94
272;Cameron Rivera;33;South Victoria;8649.08
273;Monica Callahan;44;Thomaston;5471.8
274;Stephanie Flores;28;Jeffreymouth;1989.07
275;Alicia Davis;59;Jamesbury;9944.75
276;Jeffery Preston;31;South Jonathanport;8631.14
277;Cassidy Hernandez;33;West Lisa;7705.69
278;Stephen Garcia;52;New Jennifer;7963.73
279;Julie Frazier;71;Toddville;5778.41
280;Nicole Johns;54;Osborneberg;6153.33
281;Logan Anderson;34;Watsonside;6026.05
282;Douglas Lewis;43;Randallport;9747.04
283;Patricia Becker;39;Chavezmouth;6473.84
284;Matthew Cross;40;Jennifermouth;4352.09
285;Angela Matthews;35;Rebekahfurt;9830.28
286;Zachary Allen;45;Sanchezborough;8775.43
287;Luke Harrison;58;South Nicoleborough;3628.2
288;Tanya Roman;76;Markbury;3888.43
289;Matthew Wright;35;Angelaborough;3502.35
290;Olivia Bell;70;Kathyside;8329.88
291;Bruce Robinson;50;Heatherstad;414.96
292;John Larson;52;Port Tina;1250.82
293;Evelyn Hall;46;Lake Laurietown;3144.38
294;Darlene Miranda DDS;39;New Jason;3920.44
295;Jason Gutierrez;66;New Brandonshire;2310.19
296;Caitlin Kerr;21;North Gregorytown;4893.7
297;Jennifer Kim;76;Lynnport;1719.07
298;Angela Hoffman;60;New Seanborough;7654.9
299;Sarah Daniels;66;Nicoleburgh;1968.64
300;Nicholas Davis;53;Kingland;4744.63
301;Brianna Green;51;Lake Brian;6513.72
302;Jeremy Curtis;32;Zacharyburgh;1584.69
303;Justin Reid DVM;69;New Kelseyfurt;4873.45
304;Mike Mendez;23;Harrisonmouth;2397.71
305;Samantha Wright;40;Craigport;8458.93
306;Wanda Jones;72;Lake Amanda;8314.29
307;Anthony King II;53;North Mark;520.12
308;Tammy Martin;59;East Edward;5479.55
309;Ashley Pena;68;Phillipsland;3771.64
310;Kristi Hensley;39;Deanshire;1954.56
311;Chad Reese;75;New Rachelport;1267.39
312;Thomas Ortiz;31;West Kevinmouth;4443.11
313;Nicholas Patton;53;Hayeshaven;9263.67
314;Sandra Carter;28;South Angelahaven;159.54
315;Scott Burgess;72;Laurenbury;5912.7
316;Thomas Johnson;18;Welchfort;4192.17
317;Nancy Marsh;77;Edwardsstad;8998.02
318;Angela Schultz;67;Wallaceborough;6533.2
319;Eric Harris;75;East Kristin;7892.36
320;Matthew Davis;54;New Donnaport;3010.47
321;Donald Tanner;42;Traceystad;4254.55
322;Ana Frazier;41;Brownland;7722.45
323;Cassandra Ingram;57;East Ryanfurt;8698.58
324;Alexander Mcbride;59;Jacobberg;722.53
325;Jillian Boyd;21;Port Matthewmouth;3535.24
326;John Jenkins;28;Jessicaport;7202.34
327;Ian Neal;24;Jadehaven;6676.87
328;Pamela Pittman;72;Jonathonborough;9741.18
329;Sean Dudley;58;West Valeriehaven;9648.82
330;Natasha Walker;19;South Jennifer;8860.62
331;Caroline Reyes;64;East Elizabeth;8524.0
332;Wyatt Bass;18;Thomasburgh;4240.18
333;Andre Hall;27;Benjaminborough;1821.49
334;Annette Smith;78;Lake Ryan;9463.78
335;Henry Martin;47;East Tracy;968.25
336;Brittany Tucker;22;North Ryanshire;6192.26
337;Cynthia Santiago;25;Williamsberg;5182.64
338;Christopher Sanchez;76;Brownside;9282.19
339;Jorge Burton;38;Alishafort;9995.13
340;Mandy Mccann;25;North Kimberlytown;2347.03
341;Antonio Wilson;25;West Timothytown;5391.88
342;Jeremiah Finley;34;Johnstonville;1941.64
343;Richard Cox;56;Morrisonmouth;6319.61
344;Kevin Miller;57;Allenchester;3973.06
345;Kylie Boyd;19;North Steven;716.54
346;Daniel Guerra;77;South Ashley;3721.85
347;Levi Stephenson;47;West Maxborough;2760.31
348;Ann Nixon;32;Ramirezmouth;4889.65
349;Stephanie Harvey;23;Johnsonside;4108.35
350;Allison Green;22;Port Lori;3451.3
351;John Washington;34;New Paul;4834.7
352;Sandra Garcia;53;Deanchester;793.23
353;Kenneth Turner;67;Robertchester;7248.44
354;Yvonne Price DVM;52;South Annahaven;645.73
355;Dr. Katherine Hart DDS;49;South Johnbury;2749.5
356;Natasha Martinez;40;East Austin;5475.23
357;Mitchell Hines;44;Lake Kathrynview;5388.64
358;Karina Orr;65;Ambermouth;5406.08
359;Michael Brock;33;New Kimview;4575.56
360;Michael Vega;54;East Matthew;977.43
361;Sarah Smith;28;Nicoleburgh;8925.57
362;Michael Hoffman;69;Bradleyside;5563.01
363;Renee Reilly;40;Port Cody;6086.33
364;Sean Hester;55;Lake Ashley;9904.7
365;Patricia Dillon;56;West Tabithafort;5595.98
366;Jonathan Macias;61;Wolfmouth;5152.47
367;Theresa Lopez;67;Amyborough;5346.85
368;Christopher Suarez;23;New Julia;8594.62
369;Stephanie Mcdonald;77;East Madisonview;7038.11
370;Ann Davis;22;Cruzview;8446.17
371;Emily Chang;29;Rodneyfurt;6894.86
372;Martha Hernandez;71;Christopherstad;7665.87
373;Meagan Smith;40;West Jasonfort;5230.93
374;Jaclyn Harrison;21;Smithfurt;623.92
375;Jeffrey Rodriguez;20;Hollymouth;4636.06
376;Sean Lee;28;West Cynthiaburgh;137.96
377;Mr. Philip Collins;62;Lake Shaunville;8734.01
378;Emily Wolfe;48;Kruegermouth;7881.38
379;Karen Nielsen;30;Port Logan;9579.87
380;Amanda Mitchell;33;West Daniel;8087.92
381;Dustin Ingram;38;Danahaven;3421.92
382;Max Diaz;56;Hodgesview;9344.71
383;Jordan Wagner;23;Emilybury;5687.15
384;Steven Rivera;23;South Ralph;1797.04
385;Maria Bennett;76;North Derek;8257.58
386;Susan Hurst;76;West Jennifer;952.92
387;John Nash;47;North Nancy;4417.15
388;Kylie Stanton;53;Kimberlyfort;2207.96
389;David Murphy;67;Collierbury;3332.79
390;Shannon Davis;58;Port Matthew;8644.42
391;Brandi Taylor;51;Barberborough;9311.73
392;Vincent Turner;57;Wardburgh;2671.74
393;Thomas Anderson;78;Port Lindsay;197.33
394;Kelly Davis;23;Mercerburgh;4110.28
395;David Shah;56;Brendanbury;8775.42
396;Melissa Juarez;42;Lake Jason;3196.43
397;Jason Reeves;36;East Stuartmouth;1087.19
398;Jason Avery;73;Port Courtney;8730.56
399;Paul Bailey;62;Lake Timothy;2558.49
400;Jennifer Brown;20;New Seanshire;8672.56
401;Sonya Kline;33;Brianberg;5621.84
402;Bethany Ward;48;Adambury;9789.19
403;Carlos Hubbard;29;South Nicoleside;4921.84
404;Anthony Mueller;65;West Roberttown;4182.16
405;Daniel Schneider;34;Gallegosport;1023.48
406;Lori Schmidt;45;South Bradleyton;8748.41
407;Julian Baker;24;North Jamesside;7186.57
408;Margaret Cox;48;Mayerbury;2604.48
409;William Turner;75;Marchaven;9531.56
410;Robert Hill;77;Lake Amanda;5135.53
411;Michael Mcmillan;61;North Matthew;9544.75
412;Erin Ellis;24;Perrybury;1617.35
413;Lisa Hull;54;East Anitaview;6212.28
414;Joel Gibson;60;South Heidibury;8751.09
415;Lonnie Douglas;48;Williamtown;4822.45
416;Blake Smith;24;Lake Richardmouth;5372.9
417;Jamie Carpenter;54;New Samuel;6025.66
418;Brittney Cross;47;Amandaside;244.62
419;James Johnson;34;Johnsonton;889.35
420;Holly Miller;72;Bakerland;5613.99
421;Angela King;62;New Veronicaberg;5538.51
422;Laura Clayton;41;West Sara;7485.84
423;Allison Sharp;62;Phelpsbury;2809.74
424;Adrian Fuller;49;Thomaschester;2489.68
425;Madison Simmons;36;North Michaelburgh;470.99
426;Angel Bailey;61;South Lindseyberg;4830.06
427;Mario Miller;55;Adriennefurt;5605.77
428;Logan Harrington;67;Jessicafort;2705.14
429;Andrea Anthony;62;New Stephaniemouth;592.04
430;Shannon Vargas;33;West Jonathanland;2419.07
431;Deborah Jenkins;30;Meltonton;9160.15
432;Jordan Perez;34;North Diana;7769.54
433;Charles Thomas;63;New Cheryl;2738.8
434;Johnathan Wright;67;Howardfort;3106.54
435;James Walsh;56;West Michaelfurt;7642.14
436;Dr. Christopher Mcclain MD;68;Paulside;2730.07
437;Michael Edwards;65;North Jade;451.28
438;Steven Blake;52;South Kevinside;456.68
439;Kevin Woods;34;North Christy;7355.34
440;Jorge Garcia;45;New Nicole;1264.99
441;William Turner;65;Port Amy;4932.73
442;Kara Carrillo;72;East Nina;2952.89
443;Timothy Mckay;46;Craigside;1699.25
444;Lisa Mack;64;New Kristamouth;2479.67
445;Nicholas Ellis;46;South Kathleen;8728.12
446;Mary Knight;62;Moralesside;7129.39
447;Christopher Wolfe;58;Smithside;7221.13
448;James Davis;32;Mollyville;1450.62
449;Brian Molina;26;South Nicolehaven;6189.99
450;Travis Butler;65;East Sara;3967.46
451;James Fisher;28;East James;7096.29
452;Kyle Brown;64;Port Davidfort;3675.76
453;Charles Johnson;47;Port Sharon;8193.96
454;Madison Perez;29;South Michaelside;4975.69
455;Dominic Lopez;22;Atkinsfort;9701.41
456;Sarah Perez;27;East Beth;3472.06
457;Sherry Young;62;Melissaburgh;9371.48
458;Bobby Wade MD;47;Robertburgh;5878.54
459;Brandon Gray;37;Thomasland;9417.09
460;Kathryn Rose;77;Palmerbury;756.34
461;Whitney Harper;76;East Natalietown;2997.42
462;Megan Allen;72;East Ray;7968.02
463;James Garza;27;Lewisview;2744.28
464;Vicki Santos;18;Matthewchester;4095.39
465;Leslie Mosley;39;North Williamville;2536.52
466;Elizabeth Anderson;51;Kevintown;2060.35
467;Edwin Whitney;29;Port Isabelfort;9123.16
468;Adam Arnold;32;Mataland;7031.95
469;Courtney Ball;61;Port Katherine;7359.99
470;Candice Blackwell;72;Moramouth;1702.51
471;Jon Fischer;21;Conniemouth;1218.03
472;Bridget Davis;37;West Karenport;4711.27
473;Danielle Combs;29;Port Lisabury;8696.85
474;Robert Fisher;69;North Nicholasview;8554.9
475;Brandon Schroeder;79;New Lisa;2320.05
476;Anthony Luna DVM;43;Esparzabury;8775.09
477;Mary Hicks;48;Port Wendy;2697.8
478;Matthew Gallagher;65;Port James;1443.02
479;David Wiley;50;Port Ronaldhaven;9135.52
480;Amanda Perkins;28;Jorgeville;7521.37
481;Benjamin Jones;77;New Jasmine;4546.9
482;Misty Yu;19;Hammondborough;8380.8
483;Kendra Spears;75;Kristenmouth;8910.99
484;Paula Green;50;New Charlesburgh;2340.27
485;Rachel Torres;69;New Michelle;2543.54
486;Lindsay Morgan;66;New Chrisport;5241.69
487;Allen Guerra;68;Bernardbury;6439.29
488;Ronald Torres;27;Pierceville;234.13
489;Chelsea Shea;67;New Reneeton;4449.93
490;Christopher Waters;49;Nathanshire;6577.26
491;Francisco Hernandez;20;Meyerfurt;242.33
492;Tammy Barker;32;South Sarah;639.98
493;Melody Murphy;31;Lake Crystalfort;8689.05
494;Shannon Lara;44;East Anthonybury;6223.8
495;Marc Ross;34;Sarahberg;6205.06
496;James Gordon;63;East Victor;1050.32
497;Kathryn Johnson;74;Millerville;1979.55
498;Stephanie Clarke;62;Taylorborough;7339.66
499;Caroline Holland;75;North Jefferytown;509.64
500;Terri Mckinney;41;Velezshire;8386.86
501;Brian Macdonald;35;South Corey;9386.35
502;Laura Hunter;37;East Matthew;5362.18
503;Caroline Forbes;59;New Robert;2377.36
504;Brian Smith;19;Hannahborough;3814.77
505;Raymond Moore;49;South Mason;2315.74
506;Shaun Norton;41;Reeseview;2094.8
507;Joshua Chung;49;East Anthonymouth;4458.45
508;Travis Hudson;31;Christineton;677.03
509;Jeffrey Webster;24;West Jacobtown;6102.38
510;Robert Singh;68;East Kaylaton;9305.57
511;Phillip Neal;41;Martinmouth;3823.74
512;Douglas Mullen;60;South Whitney;6568.94
513;Natalie Lawson;34;South Jasmine;8261.39
514;Danielle Gonzalez;19;Kaylaville;3972.96
515;Joy Woodard;77;Bruceside;7973.22
516;Casey Durham;76;Maryberg;326.15
517;Linda Garcia;66;Lake Sydney;7364.67
518;Steven Wallace;65;Carrieview;798.72
519;Samuel Smith;66;Brittneyfurt;9940.4
520;Joseph Long;48;South Sarahland;6733.04
521;Holly Martin;37;North Scottmouth;757.56
522;Todd Hoffman;55;Lake Randy;8844.02
523;Lori Webster;42;South Donnahaven;3589.9
524;Caleb Brown Jr.;60;New Mollyville;6051.49
525;Jessica Jones;28;Michaelbury;8109.05
526;Travis Green;53;West Debraville;5782.18
527;Kevin Contreras;58;Austinshire;5136.18
528;Bryan Torres;72;Vazquezview;4210.79
529;Megan Atkinson;19;Howardfort;5633.79
530;Martin Sims;25;East Karenbury;7099.39
531;Christian Young;79;North Bonnieville;8244.11
532;Emily Rodriguez;54;East Michelle;8961.96
533;Aimee Ellison;38;Lake Kevin;4391.78
534;Brooke Murphy;52;Port Justinview;3834.26
535;Jacob Cole DDS;63;South Bailey;2858.27
536;Kevin Woodard;39;East Lisaton;2254.12
537;Mason Colon;78;Port Jessicatown;3674.91
538;Amy Young;28;Jamesshire;4812.7
539;Bobby Kelley;56;West Dustin;7924.37
540;Stephanie Beck;44;North Edward;8172.76
541;Michelle Anderson;53;Lake Gregory;4919.01
542;Melissa Mora;23;Keithfurt;3923.78
543;Darren Montoya;26;Wrightport;7844.15
544;Randy Brown;52;New Amy;5323.03
545;William Miller;66;Lake Shelly;4315.38
546;Justin Castillo;37;Bauerport;120.08
547;Ian Diaz;61;New Micheal;7913.48
548;Richard Walker;75;Kellychester;7381.98
549;Sharon Hunter;53;Port Briantown;4175.83
550;Lisa Johnson;54;Tammieborough;8417.15
551;Calvin Collins;32;Floresburgh;3393.27
552;Daniel Jennings;21;Meganberg;3940.2
553;Stacey Meadows;32;Lake Danielland;3342.62
554;Patricia Brandt;20;South Anthonyton;6074.3
555;Vanessa Bradshaw;77;Cookmouth;9035.9
556;Kevin Williams;33;New Kimberly;1471.66
557;Julie Archer;68;East Laura;6224.89
558;Danielle Carter;54;New Cindy;3592.05
559;Daniel Taylor;79;Greenhaven;7633.19
560;Connie Dawson;39;Brendaberg;364.84
561;Erin Williams;24;Huberfort;7394.67
562;Jennifer Thomas;18;Berryville;2959.59
563;Carly Butler;34;South Joseph;2322.1
564;Leslie Obrien;56;Lake Carol;5835.19
565;Holly Zimmerman;70;Carpentermouth;7155.26
566;Pamela Hancock;44;South Ronnie;3970.27
567;Kendra Morris;47;Beckshire;6013.92
568;Marco Gallagher;77;Rosshaven;7099.54
569;Mary Mueller;27;Debraland;2790.99
570;Kara Morris;30;East Davidhaven;9985.37
571;Mark Franco;27;New Antonio;8321.73
572;Charles Wood;19;East Allisonville;8666.74
573;Angela Kelley;63;Philipburgh;4724.66
574;James Williams;68;Julieside;6357.17
575;Emily Johnson;18;New Austin;2541.36
576;Stephanie Mayo;54;New Michael;1099.81
577;Shaun Sanders;24;Port Jeffrey;1379.48
578;Randy Kelley;36;Lake Joseph;5593.25
579;Michelle Hartman;62;New Michelle;456.88
